Time (s),Voltage (mV)
879662.9171987,0.0
879662.9182258,0.0
879662.9192012,0.0
879662.9201993,0.0
879662.9212005,0.0
879662.922415,0.0
879662.9237259,0.0
879662.9246056,0.0
879662.925621,0.0
879662.9266202,0.0
879662.9276121,0.0
879662.9286108,0.0
879662.9296116,0.0
879662.9306135,0.0
879662.9316138,0.0
879662.932612,0.0
879662.9336118,0.0
879662.9346122,0.0
879662.9356107,0.0
879662.9366079,0.0
879662.9376917,0.0
879662.9381756,0.0
879662.9396326,0.0
879662.9406142,0.0
879662.941617,0.0
879662.9426099,0.0
879662.9436129,0.0
879662.944611,0.0
879662.9456119,0.0
879662.946613,0.0
879662.9473301,0.0
879662.9482712,0.0
879662.9492615,0.0
879662.9502703,0.0
879662.9512604,0.0
879662.9522551,0.0
879662.9532559,0.0
879662.9542704,0.0
879662.9552694,0.0
879662.9562588,0.0
879662.957258,0.0
879662.9582573,0.0
879662.9592578,0.0
879662.9602735,0.0
879662.9612691,0.0
879662.9622624,0.0
879662.9632717,0.0
879662.9642725,0.0
879662.9652691,0.0
879662.9662693,0.0
879662.9672594,0.0
879662.9682683,0.0
879662.9692567,0.0
879662.9702714,0.0
879662.9712605,0.0
879662.972273,0.0
879662.9732707,0.0
879662.9742647,0.0
879662.9752615,0.0
879662.9762615,0.0
879662.9772723,0.0
879662.978262,0.0
879662.9792726,0.0
879662.9802738,0.0
879662.9812702,0.0
879662.9822748,0.0
879662.98326,0.0
879662.9841734,0.0
879662.9851764,0.0
879662.9862606,0.0
879662.9872603,0.0
879662.9882708,0.0
879662.989271,0.0
879662.9902709,0.0
879662.9912658,0.0
879662.992262,0.0
879662.9932607,0.0
879662.9942744,0.0
879662.995271,0.0
879662.9962624,0.0
879662.9972706,0.0
879662.9982726,0.0
879662.9992757,0.0
879663.000357,0.0
879663.0012383,0.0
879663.00218,0.0
879663.0031769,0.0
879663.0041225,0.0
879663.0051788,0.0
879663.0061396,0.0
879663.0071771,0.0
879663.0082565,0.0
879663.0091811,0.0
879663.0102608,3.0
879663.0112604,0.0
879663.0122606,0.0
879663.0132602,0.0
879663.0142596,0.0
879663.015262,0.0
879663.0161645,0.0
879663.0171726,0.0
879663.0181741,0.0
879663.0191936,0.0
879663.0201743,0.0
879663.0211482,0.0
879663.0221762,0.0
879663.0231842,0.0
879663.0242553,0.0
879663.0251488,0.0
879663.0261456,0.0
879663.0271374,0.0
879663.0281206,0.0
879663.0291245,0.0
879663.0301488,0.0
879663.0311152,3.0
879663.0321153,0.0
879663.0331106,0.0
879663.034105,0.0
879663.035104,0.0
879663.0361155,0.0
879663.0371457,0.0
879663.0381404,0.0
879663.0392467,0.0
879663.0402439,0.0
879663.0412448,0.0
879663.0422521,0.0
879663.0432443,0.0
879663.0442495,0.0
879663.0452419,0.0
879663.0462404,0.0
879663.0472001,0.0
879663.048176,0.0
879663.049259,0.0
879663.0502547,0.0
879663.051256,0.0
879663.0522573,0.0
879663.05326,0.0
879663.0542587,0.0
879663.0552575,0.0
879663.0562559,6.0
879663.0572545,0.0
879663.0582556,0.0
879663.0592553,0.0
879663.0602547,0.0
879663.061256,0.0
879663.062255,0.0
879663.0633034,0.0
879663.0642766,0.0
879663.0652575,3.0
879663.0662576,0.0
879663.0672581,0.0
879663.0682567,0.0
879663.069258,0.0
879663.0702616,0.0
879663.0712706,0.0
879663.0722569,0.0
879663.0732576,0.0
879663.0742568,0.0
879663.0752641,0.0
879663.0762647,0.0
879663.0772595,0.0
879663.0782562,0.0
879663.0791772,0.0
879663.080259,0.0
879663.0812572,0.0
879663.082266,0.0
879663.0832601,0.0
879663.08426,0.0
879663.0852566,0.0
879663.0862596,0.0
879663.0872572,0.0
879663.0882567,0.0
879663.0892676,0.0
879663.0902721,0.0
879663.0912678,0.0
879663.0922633,0.0
879663.0932633,0.0
879663.0943169,0.0
879663.0952562,0.0
879663.0962668,0.0
879663.0972678,0.0
879663.0982601,0.0
879663.0992585,0.0
879663.1002702,0.0
879663.1012597,0.0
879663.1022706,0.0
879663.1032608,0.0
879663.1042615,0.0
